step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
16,1.024,kalman,61.21,67.35,66.11,70.84,69.33,69.81,0.12,0.059756,0.089878,0.071345,0.071697,0.071521,0.060202,0.058535,0.059055,0.058889,2.9202,2.9956,0.18212,0.16956,0.003605,0.057093,0.062262,0.358258,0.00017913,0.062262,FORWARD_CURVE_R,2.77,2.8
17,1.088,kalman,62.1,67.01,67.03,67.9,63.98,69.31,0.12,0.059878,0.089939,0.083342,0.071803,0.077572,0.05987,0.059558,0.12,0.059064,3.096,3.1777,0.17584,0.18212,0.003669,0.058593,0.065392,0.358258,0.00017913,0.065392,FORWARD_CURVE_R,2.79,2.8
18,1.152,kalman,67.69,64.66,68.85,66.11,67.94,66.03,0.059635,0.12,0.089818,0.083491,0.084022,0.083756,0.059226,0.060202,0.059547,0.06023,3.2719,3.3535,0.17584,0.17584,0.003605,0.061788,0.069658,0.358258,0.00017913,0.069658,FORWARD_CURVE_R,2.8,2.78
19,1.216,kalman,63.68,70.42,66.65,66.86,65.77,69.96,0.12,0.058679,0.08934,0.095551,0.083663,0.089607,0.060005,0.059931,0.060324,0.058838,3.454,3.5356,0.18212,0.18212,0.003733,0.065925,0.074409,0.358258,0.00017913,0.074409,FORWARD_CURVE_R,2.8,2.8
20,1.28,kalman,67.99,65.16,72.49,64.4,62.88,57.99,0.059529,0.060548,0.060038,0.095833,0.071772,0.083803,0.057974,0.12,0.12,0.12,3.6298,3.7115,0.17584,0.17584,0.003605,0.070804,0.075461,0.358258,0.00017913,0.075461,FORWARD_CURVE_L,4.0,2.76
21,1.344,kalman,67.52,68.81,63.62,65.9,68.0,66.48,0.059694,0.05924,0.059467,0.083772,0.071669,0.07772,0.12,0.060277,0.059523,0.060067,3.8873,3.8873,0.25748,0.17584,0.004442,0.071019,0.07342,0.358258,0.00017913,0.07342,FORWARD_CURVE_R,2.81,4.0
22,1.408,kalman,63.59,71.37,70.76,66.86,62.48,70.07,0.12,0.058353,0.089176,0.083772,0.071364,0.077568,0.05856,0.059932,0.12,0.058798,4.0632,4.1448,0.17584,0.25748,0.004442,0.068979,0.072056,0.358258,0.00017913,0.072056,FORWARD_CURVE_R,2.8,2.77
23,1.472,kalman,70.3,59.78,68.11,63.19,72.25,63.79,0.058719,0.12,0.089359,0.083588,0.071364,0.077476,0.059485,0.12,0.058057,0.12,4.2453,4.3206,0.18212,0.17584,0.003669,0.068387,0.071643,0.358258,0.00017913,0.071643,FORWARD_CURVE_L,4.0,2.79
24,1.536,kalman,61.14,67.01,71.63,71.64,66.47,64.54,0.12,0.059878,0.089939,0.083588,0.071604,0.077596,0.058266,0.058261,0.060072,0.12,4.4965,4.4965,0.2512,0.17584,0.004377,0.067266,0.070967,0.358258,0.00017913,0.070967,FORWARD_CURVE_R,2.77,2.77
25,1.6,kalman,61.6,71.0,66.83,67.28,70.12,69.85,0.12,0.058479,0.08924,0.095683,0.07119,0.083436,0.059941,0.05978,0.058784,0.058876,4.6723,4.6723,0.17584,0.17584,0.003605,0.067362,0.073121,0.358258,0.00017913,0.073121,FORWARD_CURVE_R,2.8,2.8
26,1.664,kalman,71.0,64.19,66.98,64.52,69.05,68.79,0.058479,0.12,0.089239,0.09544,0.083342,0.089391,0.059889,0.12,0.059154,0.059247,4.8544,4.8544,0.18212,0.18212,0.003733,0.069387,0.076554,0.358258,0.00017913,0.076554,FORWARD_CURVE_L,4.0,2.8
27,1.728,kalman,66.05,61.03,69.52,68.43,64.08,64.0,0.060223,0.12,0.090112,0.083484,0.095671,0.089578,0.05899,0.05937,0.12,0.12,5.1056,5.0303,0.2512,0.17584,0.004377,0.072176,0.078411,0.358258,0.00017913,0.078411,FORWARD_CURVE_R,2.79,2.78
28,1.792,kalman,68.19,77.66,62.74,72.37,64.71,69.33,0.059455,0.056287,0.057871,0.083631,0.082929,0.08328,0.12,0.058016,0.12,0.059056,5.2815,5.2124,0.17584,0.18212,0.003669,0.074742,0.077801,0.358258,0.00017913,0.077801,FORWARD_CURVE_R,2.76,4.0
29,1.856,kalman,67.39,71.83,69.15,72.14,68.03,75.06,0.059741,0.058197,0.058969,0.07158,0.082593,0.077086,0.059121,0.058091,0.059513,0.057123,5.4636,5.4636,0.18212,0.2512,0.004442,0.073359,0.074694,0.358258,0.00017913,0.074694,FORWARD_CURVE_R,2.76,2.78
30,1.92,kalman,70.06,67.69,68.46,67.63,68.11,65.85,0.058803,0.059635,0.059219,0.05934,0.082824,0.071082,0.059361,0.059654,0.059486,0.060296,5.6394,5.6394,0.17584,0.17584,0.003605,0.07109,0.071087,0.358258,0.00017913,0.071087,FORWARD_CURVE_R,2.79,2.79
31,1.984,kalman,68.27,71.62,63.98,65.41,64.98,60.44,0.05943,0.058268,0.058849,0.05953,0.070478,0.065004,0.12,0.060456,0.12,0.12,5.8153,5.8216,0.17584,0.18212,0.003669,0.067418,0.066553,0.358258,0.00017913,0.066553,FORWARD_CURVE_R,2.81,4.0
32,2.048,kalman,61.08,62.7,64.82,71.23,68.83,70.53,0.12,0.12,0.12,0.071486,0.070478,0.070982,0.12,0.0584,0.05923,0.05864,5.9974,6.0728,0.18212,0.2512,0.004442,0.062111,0.065289,0.358258,0.00017913,0.065289,FORWARD_CURVE_R,2.77,4.0
33,2.112,kalman,67.84,70.9,64.96,67.49,66.54,65.15,0.05958,0.058515,0.059047,0.071511,0.070923,0.071217,0.12,0.059706,0.060047,0.060552,6.1732,6.3302,0.17584,0.25748,0.004442,0.060848,0.064563,0.358258,0.00017913,0.064563,FORWARD_CURVE_R,2.79,4.0
34,2.176,kalman,66.71,68.11,69.58,70.21,68.46,63.89,0.059986,0.059486,0.059736,0.07156,0.071181,0.07137,0.05897,0.05875,0.059362,0.12,6.3491,6.5814,0.17584,0.2512,0.004377,0.060185,0.064192,0.358258,0.00017913,0.064192,FORWARD_CURVE_R,2.78,2.78
35,2.24,kalman,63.93,72.8,67.55,71.67,65.59,57.56,0.12,0.057872,0.088936,0.083799,0.070828,0.077314,0.059685,0.058252,0.060391,0.12,6.5249,6.7636,0.17584,0.18212,0.003669,0.060523,0.066539,0.358258,0.00017913,0.066539,FORWARD_CURVE_R,2.77,2.79
36,2.304,kalman,68.88,62.98,67.97,71.87,59.92,61.94,0.059212,0.12,0.089606,0.083756,0.083175,0.083465,0.059535,0.058184,0.12,0.12,6.7008,6.9394,0.17584,0.17584,0.003605,0.062934,0.070289,0.358258,0.00017913,0.070289,FORWARD_CURVE_R,2.76,2.79
37,2.368,kalman,64.86,68.42,64.38,69.73,73.34,62.84,0.12,0.059376,0.089688,0.083756,0.07105,0.077403,0.12,0.058917,0.057691,0.12,6.8766,7.1152,0.17584,0.17584,0.003605,0.066685,0.070524,0.358258,0.00017913,0.070524,FORWARD_CURVE_R,2.78,4.0
38,2.432,kalman,69.43,67.71,64.22,68.68,62.06,75.59,0.05902,0.059625,0.059323,0.083644,0.071272,0.077458,0.12,0.059283,0.12,0.056951,7.0587,7.3727,0.18212,0.25748,0.004506,0.066019,0.070117,0.358258,0.00017913,0.070117,FORWARD_CURVE_R,2.79,4.0
39,2.496,kalman,67.13,67.77,69.09,75.48,64.7,62.99,0.059833,0.059606,0.05972,0.083613,0.071296,0.077455,0.05914,0.056986,0.12,0.12,7.2346,7.6239,0.17584,0.2512,0.004377,0.06574,0.069937,0.358258,0.00017913,0.069937,FORWARD_CURVE_R,2.74,2.78
40,2.56,kalman,60.62,61.12,66.95,69.95,59.57,76.04,0.12,0.12,0.12,0.083613,0.083722,0.083667,0.059899,0.058841,0.12,0.056805,7.4104,7.806,0.17584,0.18212,0.003669,0.066267,0.072501,0.358258,0.00017913,0.072501,FORWARD_CURVE_R,2.78,2.8
41,2.624,kalman,64.77,66.51,65.54,69.99,69.66,64.48,0.12,0.060056,0.090028,0.095771,0.071733,0.083752,0.060408,0.058826,0.058941,0.12,7.5862,7.9819,0.17584,0.17584,0.003605,0.068896,0.074218,0.358258,0.00017913,0.074218,FORWARD_CURVE_R,2.78,2.81
42,2.688,kalman,70.29,68.58,68.81,67.06,69.93,69.74,0.058723,0.059319,0.059021,0.083515,0.071721,0.077618,0.059239,0.05986,0.058847,0.058915,7.7621,8.164,0.17584,0.18212,0.003669,0.070549,0.073082,0.358258,0.00017913,0.073082,FORWARD_CURVE_R,2.8,2.78
43,2.752,kalman,65.15,70.82,66.65,70.27,66.79,69.94,0.060551,0.058541,0.059546,0.083821,0.071504,0.077663,0.060005,0.05873,0.059956,0.058844,7.9442,8.3398,0.18212,0.17584,0.003669,0.069413,0.072368,0.358258,0.00017913,0.072368,FORWARD_CURVE_R,2.77,2.8
44,2.816,kalman,68.35,67.05,68.66,70.22,58.75,56.09,0.059402,0.059862,0.059632,0.083735,0.071555,0.077645,0.05929,0.058749,0.12,0.12,8.12,8.5157,0.17584,0.17584,0.003605,0.068764,0.071946,0.358258,0.00017913,0.071946,FORWARD_CURVE_R,2.77,2.79
45,2.88,kalman,68.63,66.73,66.8,71.66,67.8,66.71,0.0593,0.059976,0.059638,0.071595,0.059551,0.065573,0.059951,0.058256,0.059595,0.059985,8.2959,8.6978,0.17584,0.18212,0.003669,0.068276,0.067308,0.358258,0.00017913,0.067308,FORWARD_CURVE_R,2.77,2.8
46,2.944,kalman,65.14,64.69,68.09,63.7,67.19,66.59,0.060556,0.12,0.090278,0.059706,0.071539,0.065623,0.059492,0.12,0.059812,0.060027,8.4717,8.8736,0.17584,0.17584,0.003605,0.063703,0.064391,0.358258,0.00017913,0.064391,FORWARD_CURVE_L,4.0,2.79
47,3.008,kalman,62.49,66.95,67.82,70.82,69.41,63.9,0.12,0.059899,0.08995,0.071962,0.071655,0.071809,0.059587,0.058542,0.059028,0.12,8.7292,9.0558,0.25748,0.18212,0.004506,0.059885,0.064157,0.358258,0.00017913,0.064157,FORWARD_CURVE_R,2.77,2.79
48,3.072,kalman,65.99,70.22,60.02,72.85,64.69,68.81,0.060243,0.058746,0.059495,0.0719,0.071697,0.071798,0.12,0.057854,0.12,0.059238,8.905,9.2316,0.17584,0.17584,0.003605,0.060552,0.064581,0.358258,0.00017913,0.064581,FORWARD_CURVE_R,2.76,4.0
49,3.136,kalman,67.61,66.01,68.89,67.94,76.03,64.03,0.059662,0.060239,0.059951,0.071952,0.071772,0.071862,0.059212,0.059546,0.056809,0.12,9.0809,9.4828,0.17584,0.2512,0.004377,0.060204,0.064381,0.358258,0.00017913,0.064381,FORWARD_CURVE_R,2.79,2.78
50,3.2,kalman,71.37,65.08,70.46,73.2,64.84,69.04,0.058352,0.060577,0.059465,0.071763,0.071892,0.071827,0.058664,0.057738,0.12,0.059157,9.2567,9.6649,0.17584,0.18212,0.003669,0.060712,0.064694,0.358258,0.00017913,0.064694,FORWARD_CURVE_R,2.75,2.77
51,3.264,kalman,61.15,63.08,70.03,71.14,67.08,71.64,0.12,0.12,0.12,0.083651,0.071892,0.077772,0.058813,0.058432,0.059852,0.058261,9.4326,9.8408,0.17584,0.17584,0.003605,0.061089,0.067066,0.358258,0.00017913,0.067066,FORWARD_CURVE_R,2.77,2.78
52,3.328,kalman,70.21,67.11,69.22,75.25,61.74,70.66,0.058752,0.059841,0.059297,0.071402,0.071881,0.071641,0.059094,0.057063,0.12,0.058597,9.6084,10.0166,0.17584,0.17584,0.003605,0.063461,0.066392,0.358258,0.00017913,0.066392,FORWARD_CURVE_R,2.74,2.78
53,3.392,kalman,69.14,71.52,67.94,64.43,67.89,68.12,0.059124,0.058304,0.058714,0.071178,0.071792,0.071485,0.059545,0.12,0.059563,0.059482,9.7842,10.1924,0.17584,0.17584,0.003605,0.062787,0.065903,0.358258,0.00017913,0.065903,FORWARD_CURVE_L,4.0,2.79
54,3.456,kalman,60.9,67.04,62.42,67.88,64.31,63.22,0.12,0.059867,0.089934,0.083246,0.071718,0.077482,0.12,0.059567,0.12,0.12,10.0417,10.3746,0.25748,0.18212,0.004506,0.061397,0.06716,0.358258,0.00017913,0.06716,FORWARD_CURVE_R,2.79,4.0
55,3.52,kalman,72.45,62.88,63.65,71.31,69.88,67.11,0.057987,0.12,0.088993,0.083173,0.083602,0.083388,0.12,0.058373,0.058863,0.05984,10.2176,10.6258,0.17584,0.2512,0.004377,0.062783,0.070164,0.358258,0.00017913,0.070164,FORWARD_CURVE_R,2.77,4.0
56,3.584,kalman,68.74,65.57,70.76,67.71,63.95,66.32,0.059264,0.060396,0.05983,0.071025,0.071682,0.071354,0.058562,0.059626,0.12,0.060124,10.3934,10.8832,0.17584,0.25748,0.004442,0.065723,0.06774,0.358258,0.00017913,0.06774,FORWARD_CURVE_R,2.79,2.77
57,3.648,kalman,60.29,66.63,65.24,65.73,66.92,66.32,0.12,0.060013,0.090006,0.083275,0.071716,0.077496,0.060517,0.060338,0.059907,0.060126,10.5755,11.0591,0.18212,0.17584,0.003669,0.064071,0.06888,0.358258,0.00017913,0.06888,FORWARD_CURVE_R,2.81,2.81
58,3.712,kalman,75.43,71.96,70.95,70.56,62.29,72.42,0.057003,0.058153,0.057578,0.082851,0.071686,0.077268,0.058497,0.058629,0.12,0.057998,10.7514,11.2412,0.17584,0.18212,0.003669,0.065211,0.069531,0.358258,0.00017913,0.069531,FORWARD_CURVE_R,2.77,2.77
59,3.776,kalman,60.27,71.34,64.94,66.02,68.2,65.99,0.12,0.058365,0.089182,0.082851,0.071385,0.077118,0.12,0.060235,0.059451,0.060245,10.9272,11.417,0.17584,0.17584,0.003605,0.065926,0.069936,0.358258,0.00017913,0.069936,FORWARD_CURVE_R,2.8,4.0
60,3.84,kalman,61.89,74.62,66.83,66.42,66.74,67.77,0.12,0.057268,0.088634,0.095254,0.058839,0.077046,0.059941,0.060087,0.059974,0.059604,11.1093,11.6682,0.18212,0.2512,0.004442,0.065494,0.069633,0.358258,0.00017913,0.069633,FORWARD_CURVE_R,2.8,2.8
61,3.904,kalman,70.77,72.24,61.35,73.21,66.75,72.27,0.05856,0.05806,0.05831,0.095113,0.058372,0.076742,0.12,0.057732,0.059969,0.058048,11.2852,11.8504,0.17584,0.18212,0.003669,0.065964,0.069825,0.358258,0.00017913,0.069825,FORWARD_CURVE_R,2.75,4.0
62,3.968,kalman,60.78,69.71,61.83,65.12,73.23,62.37,0.12,0.058924,0.089462,0.095113,0.058154,0.076633,0.12,0.060563,0.057728,0.12,11.461,12.1016,0.17584,0.2512,0.004377,0.065448,0.069455,0.358258,0.00017913,0.069455,FORWARD_CURVE_R,2.81,4.0
63,4.032,kalman,67.38,60.85,65.4,60.77,67.36,65.39,0.059744,0.12,0.089872,0.095661,0.070523,0.083092,0.060461,0.12,0.059752,0.060462,11.6431,12.359,0.18212,0.25748,0.004506,0.064949,0.071449,0.358258,0.00017913,0.071449,FORWARD_CURVE_L,4.0,2.81
64,4.096,kalman,66.7,69.96,69.03,69.37,70.15,68.22,0.059987,0.058836,0.059411,0.083658,0.070618,0.077138,0.059162,0.059043,0.058773,0.059447,11.9006,12.5349,0.25748,0.17584,0.004442,0.067008,0.070637,0.358258,0.00017913,0.070637,FORWARD_CURVE_R,2.78,2.78
65,4.16,kalman,67.84,68.18,71.77,70.93,66.08,69.2,0.059581,0.05946,0.059521,0.071574,0.071056,0.071315,0.058217,0.058503,0.060212,0.059102,12.0764,12.717,0.17584,0.18212,0.003669,0.066968,0.068525,0.358258,0.00017913,0.068525,FORWARD_CURVE_R,2.77,2.76
66,4.224,kalman,70.51,75.63,68.97,66.53,71.64,63.6,0.058648,0.056937,0.057793,0.071592,0.070831,0.071212,0.059182,0.06005,0.058261,0.12,12.2523,12.8928,0.17584,0.17584,0.003605,0.064921,0.067174,0.358258,0.00017913,0.067174,FORWARD_CURVE_R,2.8,2.78
67,4.288,kalman,66.09,66.8,65.96,68.07,69.95,64.24,0.06021,0.059952,0.060081,0.059634,0.071037,0.065336,0.060255,0.059498,0.058842,0.12,12.4281,13.0687,0.17584,0.17584,0.003605,0.06357,0.064202,0.358258,0.00017913,0.064202,FORWARD_CURVE_R,2.79,2.81
68,4.352,kalman,66.72,70.03,70.44,70.63,71.96,67.96,0.059979,0.058814,0.059397,0.059681,0.0588,0.059241,0.058672,0.058606,0.058154,0.059539,12.6102,13.2508,0.18212,0.18212,0.003733,0.060469,0.060029,0.358258,0.00017913,0.060029,FORWARD_CURVE_R,2.77,2.77
69,4.416,kalman,63.35,74.72,67.99,63.58,62.42,65.79,0.12,0.057235,0.088618,0.071684,0.05848,0.065082,0.059526,0.12,0.12,0.060318,12.7861,13.4266,0.17584,0.17584,0.003605,0.056424,0.059526,0.358258,0.00017913,0.059526,TURN_LEFT,-1.8,1.8
70,4.48,kalman,60.36,69.1,68.28,66.47,65.43,70.68,0.12,0.059135,0.089568,0.083768,0.058415,0.071091,0.059426,0.060071,0.060447,0.05859,12.673,13.5397,-0.11304,0.11304,0.0,0.059526,0.063669,0.358258,0.00017913,0.063669,TURN_LEFT,-1.8,1.8
71,4.544,kalman,68.36,71.53,66.31,58.09,72.62,70.66,0.059396,0.058299,0.058848,0.083917,0.058687,0.071302,0.06013,0.12,0.05793,0.058597,12.5537,13.6527,-0.11932,0.11304,-6.4e-05,0.063734,0.066445,0.358258,0.00017913,0.066445,TURN_LEFT,-1.8,1.8
72,4.608,kalman,68.73,62.58,73.35,61.84,71.5,68.47,0.059268,0.12,0.089634,0.083729,0.070697,0.077213,0.057688,0.12,0.05831,0.059356,12.4407,13.772,-0.11304,0.11932,6.4e-05,0.066381,0.070261,0.358258,0.00017913,0.070261,TURN_LEFT,-1.8,1.8
73,4.672,kalman,68.56,71.31,58.56,64.59,65.86,67.16,0.059326,0.058373,0.058849,0.083598,0.070608,0.077103,0.12,0.12,0.060292,0.059825,12.3276,13.8851,-0.11304,0.11304,0.0,0.070261,0.072712,0.358258,0.00017913,0.072712,TURN_LEFT,-1.8,1.8
74,4.736,kalman,65.26,68.44,65.91,72.64,63.23,68.14,0.06051,0.059369,0.059939,0.0717,0.071035,0.071368,0.060274,0.057924,0.12,0.059475,12.2083,13.9981,-0.11932,0.11304,-6.4e-05,0.072777,0.072272,0.358258,0.00017913,0.072272,TURN_LEFT,-1.8,1.8
75,4.8,kalman,64.81,64.71,70.98,61.22,64.49,69.91,0.12,0.12,0.12,0.0717,0.083208,0.077454,0.058487,0.12,0.12,0.058856,12.0953,14.1174,-0.11304,0.11932,6.4e-05,0.072208,0.074087,0.358258,0.00017913,0.074087,TURN_LEFT,-1.8,1.8
76,4.864,kalman,69.04,65.31,64.44,66.78,63.05,67.52,0.059158,0.060493,0.059825,0.071652,0.083647,0.07765,0.12,0.059959,0.12,0.059696,11.9822,14.2305,-0.11304,0.11304,-0.0,0.074087,0.075363,0.358258,0.00017913,0.075363,TURN_LEFT,-1.8,1.8
77,4.928,kalman,67.77,66.16,64.19,67.62,69.21,64.13,0.059605,0.060182,0.059893,0.07172,0.071683,0.071702,0.12,0.059658,0.059099,0.12,11.8629,14.3435,-0.11932,0.11304,-6.4e-05,0.075428,0.074093,0.358258,0.00017913,0.074093,TURN_LEFT,-1.8,1.8
78,4.992,kalman,65.48,70.79,67.13,66.42,64.42,70.92,0.060429,0.058551,0.05949,0.07194,0.071719,0.07183,0.059834,0.06009,0.12,0.058507,11.7499,14.4628,-0.11304,0.11932,6.4e-05,0.074028,0.073241,0.358258,0.00017913,0.073241,FORWARD_CURVE_R,2.8,2.8
79,5.056,kalman,70.6,65.6,71.69,62.53,66.89,72.15,0.058617,0.060386,0.059502,0.071562,0.071922,0.071742,0.058243,0.12,0.05992,0.058088,11.932,14.6387,0.18212,0.17584,0.003669,0.069572,0.070349,0.358258,0.00017913,0.070349,FORWARD_CURVE_L,4.0,2.76
80,5.12,kalman,64.23,71.12,60.94,68.95,67.53,63.3,0.12,0.058439,0.08922,0.071562,0.05961,0.065586,0.12,0.059189,0.059691,0.12,12.1832,14.8145,0.2512,0.17584,0.004377,0.065972,0.065834,0.358258,0.00017913,0.065834,FORWARD_CURVE_R,2.78,4.0
81,5.184,kalman,59.83,69.14,65.22,66.07,68.66,67.25,0.12,0.059124,0.089562,0.08373,0.059336,0.071533,0.060527,0.060214,0.059291,0.05979,12.359,15.0657,0.17584,0.2512,0.004377,0.061457,0.065067,0.358258,0.00017913,0.065067,FORWARD_CURVE_R,2.8,2.81
82,5.248,kalman,65.78,71.93,67.63,68.68,71.74,70.1,0.060323,0.058165,0.059244,0.083874,0.058933,0.071403,0.059657,0.059283,0.058226,0.05879,12.5349,15.2478,0.17584,0.18212,0.003669,0.061398,0.064982,0.358258,0.00017913,0.064982,FORWARD_CURVE_R,2.79,2.79
83,5.312,kalman,69.29,70.3,67.83,66.12,61.11,74.53,0.05907,0.058719,0.058894,0.083602,0.058966,0.071284,0.059585,0.060199,0.12,0.057298,12.717,15.4237,0.18212,0.17584,0.003669,0.061313,0.064885,0.358258,0.00017913,0.064885,FORWARD_CURVE_R,2.8,2.79
84,5.376,kalman,67.94,69.75,63.87,66.38,63.9,67.27,0.059547,0.058911,0.059229,0.083788,0.058671,0.07123,0.12,0.060105,0.12,0.059783,12.8991,15.6058,0.18212,0.18212,0.003733,0.061152,0.064762,0.358258,0.00017913,0.064762,FORWARD_CURVE_R,2.8,4.0
85,5.44,kalman,62.88,70.98,63.76,63.29,64.45,69.21,0.12,0.058485,0.089243,0.083788,0.058681,0.071234,0.12,0.12,0.12,0.059099,13.075,15.857,0.17584,0.2512,0.004377,0.060385,0.064272,0.358258,0.00017913,0.064272,FORWARD,4.0,4.0
86,5.504,kalman,63.31,66.83,62.74,66.37,66.38,70.18,0.12,0.059941,0.089971,0.083788,0.058844,0.071316,0.12,0.060107,0.060103,0.058761,13.3324,16.1145,0.25748,0.25748,0.005278,0.058994,0.063408,0.358258,0.00017913,0.063408,FORWARD_CURVE_R,2.8,4.0
87,5.568,kalman,70.49,69.85,66.67,70.1,68.67,67.23,0.058654,0.058876,0.058765,0.083454,0.058986,0.07122,0.059997,0.05879,0.059286,0.059798,13.5083,16.3657,0.17584,0.2512,0.004377,0.059031,0.063398,0.358258,0.00017913,0.063398,FORWARD_CURVE_R,2.78,2.8
