step,time_s,nav_mode,raw_ps0,raw_ps7,raw_ps1,raw_ps6,raw_ps2,raw_ps5,dist_raw_front_R,dist_raw_front_L,dist_raw_front_avg,dist_filtered_front_R,dist_filtered_front_L,dist_filtered_avg,dist_diag_R,dist_diag_L,dist_lat_R,dist_lat_L,encoder_left,encoder_right,delta_left,delta_right,delta_advance,kalman_prediction,kalman_estimate,kalman_gain,kalman_P,decision_distance,action,vel_left,vel_right
1545,98.88,raw,69.09,71.12,68.54,69.49,64.6,63.0,0.059139,0.058438,0.058788,0.070901,0.083335,0.077118,0.059331,0.059002,0.12,0.12,53.7568,8.6915,0.11304,-0.11304,-0.0,0.080421,0.079238,0.358258,0.00017913,0.058788,TURN_RIGHT,1.8,-1.8
1546,98.944,raw,70.48,60.57,67.77,64.77,67.3,63.91,0.05866,0.12,0.08933,0.071204,0.095554,0.083379,0.059604,0.12,0.059772,0.12,53.8761,8.5785,0.11932,-0.11304,6.4e-05,0.079173,0.08068,0.358258,0.00017913,0.08933,FORWARD_CURVE_L,4.0,2.79
1547,99.008,raw,66.58,73.26,73.31,66.35,68.96,66.21,0.060031,0.057717,0.058874,0.071383,0.083098,0.07724,0.057699,0.060114,0.059185,0.060165,54.1336,8.7543,0.25748,0.17584,0.004442,0.076239,0.076597,0.358258,0.00017913,0.058874,TURN_LEFT,-1.8,1.8
1548,99.072,raw,67.42,63.75,64.59,67.89,66.46,68.14,0.059731,0.12,0.089865,0.059329,0.083098,0.071213,0.12,0.059564,0.060074,0.059474,54.0143,8.8674,-0.11932,0.11304,-6.4e-05,0.076662,0.07471,0.358258,0.00017913,0.089865,TURN_LEFT,-1.8,1.8
1549,99.136,raw,59.91,67.07,63.54,67.93,71.66,63.04,0.12,0.059854,0.089927,0.071512,0.083202,0.077357,0.12,0.059547,0.058256,0.12,53.9012,8.9867,-0.11304,0.11932,6.4e-05,0.074645,0.075617,0.358258,0.00017913,0.089927,TURN_LEFT,-1.8,1.8
1550,99.2,raw,61.99,66.03,73.48,65.32,70.71,65.43,0.12,0.060229,0.090115,0.083684,0.08356,0.083622,0.057645,0.060488,0.058578,0.06045,53.7882,9.0997,-0.11304,0.11304,0.0,0.075617,0.078485,0.358258,0.00017913,0.090115,TURN_LEFT,-1.8,1.8
1551,99.264,raw,65.89,70.07,68.23,66.23,76.47,66.42,0.060283,0.0588,0.059541,0.084009,0.07132,0.077664,0.059443,0.060158,0.056668,0.060088,53.6689,9.2128,-0.11932,0.11304,-6.4e-05,0.078549,0.078232,0.358258,0.00017913,0.059541,TURN_LEFT,-1.8,1.8
1552,99.328,raw,68.93,67.65,64.25,68.12,70.47,70.1,0.059197,0.059647,0.059422,0.083842,0.071706,0.077774,0.12,0.059482,0.058661,0.058791,53.5558,9.3321,-0.11304,0.11932,6.4e-05,0.078168,0.078027,0.358258,0.00017913,0.059422,TURN_LEFT,-1.8,1.8
1553,99.392,raw,68.9,65.65,64.91,65.77,65.69,69.44,0.059205,0.060369,0.059787,0.083737,0.05978,0.071758,0.12,0.060324,0.060353,0.059017,53.4428,9.4451,-0.11304,0.11304,-0.0,0.078027,0.075781,0.358258,0.00017913,0.059787,TURN_LEFT,-1.8,1.8
1554,99.456,raw,71.31,64.38,67.79,67.56,65.96,67.55,0.058373,0.12,0.089186,0.071412,0.071809,0.07161,0.059599,0.05968,0.060256,0.059684,53.3235,9.5582,-0.11932,0.11304,-6.4e-05,0.075845,0.074328,0.358258,0.00017913,0.089186,TURN_LEFT,-1.8,1.8
1555,99.52,raw,66.39,66.86,66.29,70.25,64.28,69.52,0.060101,0.059929,0.060015,0.059432,0.071749,0.06559,0.060136,0.058737,0.12,0.058991,53.2104,9.6775,-0.11304,0.11932,6.4e-05,0.074264,0.071156,0.358258,0.00017913,0.060015,TURN_LEFT,-1.8,1.8
1556,99.584,raw,69.73,59.43,72.39,61.23,64.61,70.33,0.058918,0.12,0.089459,0.059159,0.083989,0.071574,0.058007,0.12,0.12,0.058709,53.0911,9.7905,-0.11932,0.11304,-6.4e-05,0.071221,0.071347,0.358258,0.00017913,0.089459,FORWARD_CURVE_L,4.0,2.76
1557,99.648,raw,69.36,67.05,64.48,67.7,65.12,61.08,0.059047,0.059863,0.059455,0.059129,0.084032,0.071581,0.12,0.059632,0.060561,0.12,53.3486,9.9664,0.25748,0.17584,0.004442,0.066906,0.068581,0.358258,0.00017913,0.059455,TURN_RIGHT,1.8,-1.8
1558,99.712,raw,63.11,66.29,63.87,69.63,73.79,66.39,0.12,0.060136,0.090068,0.071288,0.083986,0.077637,0.12,0.058953,0.057541,0.060101,53.4679,9.8533,0.11932,-0.11304,6.4e-05,0.068516,0.071784,0.358258,0.00017913,0.090068,TURN_RIGHT,1.8,-1.8
1559,99.776,raw,63.16,65.81,63.87,69.55,67.58,68.1,0.12,0.060311,0.090155,0.083613,0.072048,0.07783,0.12,0.05898,0.059671,0.059489,53.581,9.7403,0.11304,-0.11304,-0.0,0.071784,0.07395,0.358258,0.00017913,0.090155,TURN_RIGHT,1.8,-1.8
1560,99.84,raw,65.31,70.6,71.74,73.0,65.5,68.15,0.060493,0.058616,0.059555,0.083692,0.071785,0.077738,0.058228,0.057804,0.060424,0.059469,53.694,9.621,0.11304,-0.11932,-6.4e-05,0.074014,0.075349,0.358258,0.00017913,0.059555,TURN_RIGHT,1.8,-1.8
1561,99.904,raw,71.23,64.99,69.03,69.54,68.99,67.32,0.058402,0.12,0.089201,0.083589,0.071785,0.077687,0.05916,0.058984,0.059174,0.059764,53.8133,9.5079,0.11932,-0.11304,6.4e-05,0.075284,0.076145,0.358258,0.00017913,0.089201,TURN_RIGHT,1.8,-1.8
1562,99.968,raw,67.01,66.27,65.78,68.82,69.37,72.85,0.059876,0.060143,0.06001,0.083754,0.071841,0.077798,0.060323,0.059234,0.059041,0.057854,53.9264,9.3949,0.11304,-0.11304,0.0,0.076145,0.076737,0.358258,0.00017913,0.06001,TURN_RIGHT,1.8,-1.8
1563,100.032,raw,67.59,68.3,64.83,63.09,70.04,70.9,0.059669,0.059418,0.059544,0.071688,0.071698,0.071693,0.12,0.12,0.05881,0.058512,54.0394,9.2756,0.11304,-0.11932,-6.4e-05,0.076801,0.074971,0.358258,0.00017913,0.059544,TURN_RIGHT,1.8,-1.8
1564,100.096,raw,68.74,65.6,70.41,67.02,64.5,66.85,0.059261,0.060388,0.059824,0.059541,0.071713,0.065627,0.058682,0.059873,0.12,0.059935,54.1587,9.1625,0.11932,-0.11304,6.4e-05,0.074907,0.071582,0.358258,0.00017913,0.059824,TURN_RIGHT,1.8,-1.8
1565,100.16,raw,66.51,69.19,67.47,68.13,65.06,71.75,0.060056,0.059104,0.05958,0.059453,0.071811,0.065632,0.059713,0.059476,0.060584,0.058223,54.2718,9.0495,0.11304,-0.11304,-0.0,0.071582,0.06945,0.358258,0.00017913,0.05958,TURN_RIGHT,1.8,-1.8
1566,100.224,raw,67.81,66.79,65.83,61.7,65.25,63.92,0.05959,0.059955,0.059773,0.05969,0.059802,0.059746,0.060302,0.12,0.060515,0.12,54.3848,8.9302,0.11304,-0.11932,-6.4e-05,0.069515,0.066015,0.358258,0.00017913,0.059773,TURN_LEFT,-1.8,1.8
1567,100.288,raw,69.23,71.99,67.78,65.06,67.71,69.93,0.059092,0.058143,0.058618,0.059534,0.059402,0.059468,0.059601,0.060583,0.059628,0.058848,54.2718,9.0495,-0.11304,0.11932,6.4e-05,0.065951,0.063628,0.358258,0.00017913,0.058618,TURN_LEFT,-1.8,1.8
1568,100.352,raw,69.98,66.63,68.36,66.25,66.35,72.81,0.058829,0.060014,0.059422,0.059366,0.059521,0.059443,0.059396,0.06015,0.060113,0.057867,54.1587,9.1625,-0.11304,0.11304,0.0,0.063628,0.062129,0.358258,0.00017913,0.059422,TURN_LEFT,-1.8,1.8
1569,100.416,raw,67.08,66.89,64.07,61.69,66.1,67.25,0.059852,0.059919,0.059886,0.059484,0.059427,0.059455,0.12,0.12,0.060203,0.05979,54.0394,9.2756,-0.11932,0.11304,-6.4e-05,0.062193,0.061212,0.358258,0.00017913,0.059886,TURN_LEFT,-1.8,1.8
1570,100.48,raw,75.34,66.48,68.99,65.44,73.67,70.7,0.057031,0.060066,0.058548,0.058879,0.05962,0.059249,0.059174,0.060446,0.057581,0.058581,53.9264,9.3949,-0.11304,0.11932,6.4e-05,0.061148,0.060468,0.358258,0.00017913,0.058548,TURN_LEFT,-1.8,1.8
1571,100.544,raw,65.05,67.12,69.3,65.24,66.74,74.72,0.060588,0.059838,0.060213,0.059078,0.059596,0.059337,0.059068,0.060517,0.059974,0.057234,53.8133,9.5079,-0.11304,0.11304,-0.0,0.060468,0.060063,0.358258,0.00017913,0.060213,TURN_LEFT,-1.8,1.8
1572,100.608,raw,57.86,69.26,59.1,60.54,71.04,63.95,0.12,0.059082,0.089541,0.07126,0.059784,0.065522,0.12,0.12,0.058466,0.12,53.694,9.621,-0.11932,0.11304,-6.4e-05,0.060127,0.06206,0.358258,0.00017913,0.089541,TURN_LEFT,-1.8,1.8
1573,100.672,raw,64.53,74.24,72.4,65.49,65.15,65.83,0.12,0.057391,0.088696,0.083494,0.059259,0.071377,0.058004,0.060427,0.060551,0.060303,53.581,9.7403,-0.11304,0.11932,6.4e-05,0.061995,0.065356,0.358258,0.00017913,0.088696,TURN_LEFT,-1.8,1.8
1574,100.736,raw,71.56,68.31,64.83,69.27,63.68,68.35,0.05829,0.059415,0.058852,0.083182,0.059159,0.07117,0.12,0.059077,0.12,0.059401,53.4679,9.8533,-0.11304,0.11304,0.0,0.065356,0.067439,0.358258,0.00017913,0.058852,TURN_LEFT,-1.8,1.8
1575,100.8,raw,63.46,68.97,67.76,66.58,65.84,65.69,0.12,0.059181,0.08959,0.095776,0.058981,0.077379,0.05961,0.06003,0.060301,0.060352,53.3486,9.9664,-0.11932,0.11304,-6.4e-05,0.067504,0.071041,0.358258,0.00017913,0.08959,FORWARD_CURVE_R,2.8,2.79
1576,100.864,raw,70.31,67.13,69.76,69.9,66.86,65.84,0.058718,0.059833,0.059275,0.095402,0.05898,0.077191,0.058905,0.058858,0.059929,0.0603,53.5307,10.1485,0.18212,0.18212,0.003733,0.067308,0.070849,0.358258,0.00017913,0.059275,TURN_RIGHT,1.8,-1.8
1577,100.928,raw,61.07,68.92,74.54,69.56,72.73,66.07,0.12,0.059198,0.089599,0.095402,0.059004,0.077203,0.057292,0.058977,0.057893,0.060214,53.6438,10.0292,0.11304,-0.11932,-6.4e-05,0.070913,0.073166,0.358258,0.00017913,0.089599,TURN_RIGHT,1.8,-1.8
1578,100.992,raw,64.08,70.51,63.27,71.3,66.63,65.73,0.12,0.058649,0.089324,0.095402,0.059255,0.077328,0.12,0.058376,0.060012,0.060338,53.7568,9.9161,0.11304,-0.11304,-0.0,0.073166,0.074657,0.358258,0.00017913,0.089324,TURN_RIGHT,1.8,-1.8
1579,101.056,raw,66.0,64.27,68.79,64.34,68.52,66.34,0.060242,0.12,0.090121,0.095792,0.071372,0.083582,0.059244,0.12,0.05934,0.060116,53.8761,9.8031,0.11932,-0.11304,6.4e-05,0.074593,0.077813,0.358258,0.00017913,0.090121,TURN_RIGHT,1.8,-1.8
1580,101.12,raw,63.67,68.61,66.06,75.37,67.53,64.44,0.12,0.059309,0.089654,0.095792,0.071398,0.083595,0.06022,0.057021,0.059691,0.12,53.9892,9.6838,0.11304,-0.11932,-6.4e-05,0.077878,0.079926,0.358258,0.00017913,0.089654,TURN_RIGHT,1.8,-1.8
1581,101.184,raw,66.99,69.28,66.17,67.28,67.03,70.69,0.059884,0.059075,0.059479,0.096025,0.071246,0.083636,0.060178,0.059781,0.059868,0.058586,54.1022,9.5707,0.11304,-0.11304,0.0,0.079926,0.081255,0.358258,0.00017913,0.059479,TURN_RIGHT,1.8,-1.8
1582,101.248,raw,65.49,69.55,69.44,63.08,70.29,66.82,0.060427,0.05898,0.059704,0.084111,0.071203,0.077657,0.059018,0.12,0.058724,0.059945,54.2215,9.4577,0.11932,-0.11304,6.4e-05,0.081191,0.079925,0.358258,0.00017913,0.059704,TURN_RIGHT,1.8,-1.8
1583,101.312,raw,71.2,63.88,67.34,65.63,63.64,74.7,0.058411,0.12,0.089206,0.071793,0.083473,0.077633,0.059758,0.060374,0.12,0.05724,54.3346,9.3384,0.11304,-0.11932,-6.4e-05,0.079989,0.079145,0.358258,0.00017913,0.089206,TURN_RIGHT,1.8,-1.8
1584,101.376,raw,69.6,66.81,68.72,69.51,71.05,71.43,0.058962,0.059947,0.059454,0.071537,0.071462,0.0715,0.059269,0.058993,0.058463,0.058332,54.4476,9.2253,0.11304,-0.11304,-0.0,0.079145,0.076406,0.358258,0.00017913,0.059454,TURN_RIGHT,1.8,-1.8
1585,101.44,raw,66.2,68.75,63.82,70.23,61.42,59.84,0.060168,0.059258,0.059713,0.05957,0.071452,0.065511,0.12,0.058743,0.12,0.12,54.5669,9.1123,0.11932,-0.11304,6.4e-05,0.076341,0.072461,0.358258,0.00017913,0.059713,TURN_RIGHT,1.8,-1.8
1586,101.504,raw,68.77,69.48,62.93,64.01,65.84,65.55,0.059254,0.059003,0.059129,0.059444,0.071438,0.065441,0.12,0.12,0.060301,0.060405,54.68,8.993,0.11304,-0.11932,-6.4e-05,0.072526,0.069988,0.358258,0.00017913,0.059129,TURN_RIGHT,1.8,-1.8
1587,101.568,raw,68.67,70.17,61.16,66.3,69.68,63.29,0.059287,0.058766,0.059027,0.059216,0.071395,0.065306,0.12,0.060132,0.058935,0.12,54.793,8.8799,0.11304,-0.11304,-0.0,0.069988,0.06831,0.358258,0.00017913,0.059027,TURN_RIGHT,1.8,-1.8
1588,101.632,raw,59.17,73.15,73.11,61.57,68.62,71.26,0.12,0.057754,0.088877,0.071534,0.058946,0.06524,0.057768,0.12,0.059306,0.058391,54.9123,8.7669,0.11932,-0.11304,6.4e-05,0.068246,0.067169,0.358258,0.00017913,0.088877,TURN_RIGHT,1.8,-1.8
1589,101.696,raw,68.67,68.47,72.46,72.57,63.38,68.71,0.059288,0.059357,0.059323,0.071599,0.058828,0.065214,0.057983,0.057948,0.12,0.059272,55.0254,8.6476,0.11304,-0.11932,-6.4e-05,0.067233,0.06651,0.358258,0.00017913,0.059323,TURN_RIGHT,1.8,-1.8
1590,101.76,raw,59.67,72.19,62.7,67.32,64.87,63.7,0.12,0.058075,0.089038,0.083566,0.058591,0.071078,0.12,0.059765,0.12,0.12,55.1384,8.5345,0.11304,-0.11304,-0.0,0.06651,0.068147,0.358258,0.00017913,0.089038,TURN_RIGHT,1.8,-1.8
1591,101.824,raw,68.05,62.44,67.88,69.57,68.34,68.17,0.059506,0.12,0.089753,0.083616,0.07079,0.077203,0.059565,0.058973,0.059405,0.059463,55.2577,8.4215,0.11932,-0.11304,6.4e-05,0.068082,0.07135,0.358258,0.00017913,0.089753,TURN_RIGHT,1.8,-1.8
1592,101.888,raw,63.24,72.05,65.05,63.54,68.16,66.81,0.12,0.058122,0.089061,0.095759,0.070662,0.08321,0.060588,0.12,0.059467,0.059947,55.3708,8.3022,0.11304,-0.11932,-6.4e-05,0.071414,0.07564,0.358258,0.00017913,0.089061,TURN_RIGHT,1.8,-1.8
1593,101.952,raw,65.56,67.62,64.05,71.33,69.57,70.16,0.0604,0.059659,0.060029,0.083839,0.071043,0.077441,0.12,0.058367,0.058971,0.058769,55.4838,8.1891,0.11304,-0.11304,0.0,0.07564,0.076285,0.358258,0.00017913,0.060029,TURN_RIGHT,1.8,-1.8
1594,102.016,raw,62.56,64.44,72.77,69.86,67.66,69.6,0.12,0.12,0.12,0.095981,0.083171,0.089576,0.057882,0.058873,0.059646,0.058963,55.6031,8.0761,0.11932,-0.11304,6.4e-05,0.076221,0.081006,0.358258,0.00017913,0.12,FORWARD_CURVE_R,2.78,2.76
1595,102.08,raw,65.2,65.22,68.79,63.29,68.65,66.16,0.060533,0.060526,0.060529,0.084088,0.083661,0.083875,0.059244,0.12,0.059296,0.060182,55.779,8.2519,0.17584,0.17584,0.003605,0.077401,0.07972,0.358258,0.00017913,0.060529,FORWARD_CURVE_L,4.0,2.78
1596,102.144,raw,69.38,68.31,66.58,66.81,69.18,65.51,0.059038,0.059413,0.059226,0.083994,0.071544,0.077769,0.06003,0.05995,0.05911,0.06042,56.0364,8.4278,0.25748,0.17584,0.004442,0.075279,0.076171,0.358258,0.00017913,0.059226,TURN_LEFT,-1.8,1.8
1597,102.208,raw,68.6,63.74,67.7,73.31,64.59,64.57,0.059313,0.12,0.089656,0.071857,0.08392,0.077888,0.059631,0.057701,0.12,0.12,55.9171,8.5408,-0.11932,0.11304,-6.4e-05,0.076235,0.076827,0.358258,0.00017913,0.089656,TURN_LEFT,-1.8,1.8
1598,102.272,raw,69.38,66.31,71.4,69.14,63.68,71.2,0.059039,0.060128,0.059583,0.071585,0.084013,0.077799,0.058342,0.059121,0.12,0.058412,55.8041,8.6601,-0.11304,0.11932,6.4e-05,0.076763,0.077134,0.358258,0.00017913,0.059583,TURN_LEFT,-1.8,1.8
1599,102.336,raw,63.18,67.83,73.22,74.05,62.85,66.96,0.12,0.059583,0.089791,0.071585,0.07193,0.071757,0.057729,0.057456,0.12,0.059893,55.691,8.7732,-0.11304,0.11304,0.0,0.077134,0.075208,0.358258,0.00017913,0.089791,TURN_LEFT,-1.8,1.8
1600,102.4,raw,69.9,66.9,63.18,63.25,72.67,69.84,0.058858,0.059915,0.059387,0.07125,0.071808,0.071529,0.12,0.12,0.057912,0.058879,55.5717,8.8862,-0.11932,0.11304,-6.4e-05,0.075272,0.073931,0.358258,0.00017913,0.059387,TURN_LEFT,-1.8,1.8
1601,102.464,raw,68.25,72.73,63.99,70.02,67.62,64.51,0.059437,0.057893,0.058665,0.071329,0.071504,0.071417,0.12,0.058818,0.059659,0.12,55.4587,9.0055,-0.11304,0.11932,6.4e-05,0.073867,0.072989,0.358258,0.00017913,0.058665,TURN_LEFT,-1.8,1.8
1602,102.528,raw,72.35,65.63,65.31,68.85,60.13,69.26,0.058023,0.060376,0.059199,0.071071,0.059579,0.065325,0.060494,0.059226,0.12,0.059082,55.3456,9.1186,-0.11304,0.11304,0.0,0.072989,0.070243,0.358258,0.00017913,0.059199,TURN_LEFT,-1.8,1.8
1603,102.592,raw,68.01,68.49,63.1,63.66,65.76,68.16,0.05952,0.059352,0.059436,0.071168,0.059424,0.065296,0.12,0.12,0.060328,0.059465,55.2263,9.2316,-0.11932,0.11304,-6.4e-05,0.070308,0.068512,0.358258,0.00017913,0.059436,TURN_LEFT,-1.8,1.8
1604,102.656,raw,61.95,65.62,64.91,72.43,67.02,70.16,0.12,0.06038,0.09019,0.071168,0.059583,0.065375,0.12,0.057995,0.059873,0.05877,55.1133,9.3509,-0.11304,0.11932,6.4e-05,0.068448,0.067347,0.358258,0.00017913,0.09019,TURN_LEFT,-1.8,1.8
1605,102.72,raw,66.47,62.83,69.54,65.43,72.77,68.74,0.06007,0.12,0.090035,0.07141,0.0716,0.071505,0.058983,0.060448,0.057882,0.059261,55.0002,9.464,-0.11304,0.11304,-0.0,0.067347,0.068837,0.358258,0.00017913,0.090035,FORWARD_CURVE_R,2.81,2.78
1606,102.784,raw,69.41,65.16,70.78,72.34,62.89,59.51,0.05903,0.060548,0.059789,0.071329,0.072131,0.07173,0.058554,0.058026,0.12,0.12,55.1761,9.6398,0.17584,0.17584,0.003605,0.065232,0.06756,0.358258,0.00017913,0.059789,TURN_RIGHT,1.8,-1.8
1607,102.848,raw,61.97,60.49,69.22,71.54,64.38,70.3,0.12,0.12,0.12,0.083724,0.084056,0.08389,0.059095,0.058294,0.12,0.058718,55.2954,9.5268,0.11932,-0.11304,6.4e-05,0.067495,0.073369,0.358258,0.00017913,0.12,TURN_RIGHT,1.8,-1.8
1608,102.912,raw,69.63,76.45,68.34,60.83,70.07,63.5,0.058953,0.056673,0.057813,0.083611,0.08352,0.083565,0.059404,0.12,0.058799,0.12,55.4084,9.4137,0.11304,-0.11304,-0.0,0.073369,0.077022,0.358258,0.00017913,0.057813,TURN_RIGHT,1.8,-1.8
1609,102.976,raw,64.82,70.28,63.18,66.6,60.83,72.44,0.12,0.058727,0.089364,0.083611,0.08319,0.0834,0.12,0.060022,0.12,0.057991,55.5215,9.2944,0.11304,-0.11932,-6.4e-05,0.077086,0.079348,0.358258,0.00017913,0.089364,TURN_RIGHT,1.8,-1.8
1610,103.04,raw,67.46,62.76,69.58,67.97,68.81,63.34,0.059714,0.12,0.089857,0.083539,0.08319,0.083364,0.058969,0.059534,0.059237,0.12,55.6408,9.1814,0.11932,-0.11304,6.4e-05,0.079284,0.080746,0.358258,0.00017913,0.089857,TURN_RIGHT,1.8,-1.8
1611,103.104,raw,61.78,69.55,67.12,63.76,67.47,60.51,0.12,0.058978,0.089489,0.095733,0.082876,0.089305,0.059837,0.12,0.059714,0.12,55.7538,9.0683,0.11304,-0.11304,-0.0,0.080746,0.083812,0.358258,0.00017913,0.089489,TURN_RIGHT,1.8,-1.8
1612,103.168,raw,67.51,67.74,69.58,72.31,73.73,67.37,0.059698,0.059616,0.059657,0.083673,0.070799,0.077236,0.058969,0.058034,0.057561,0.059747,55.8669,8.949,0.11304,-0.11932,-6.4e-05,0.083876,0.081497,0.358258,0.00017913,0.059657,TURN_RIGHT,1.8,-1.8
1613,103.232,raw,63.71,67.4,67.89,68.68,60.27,64.4,0.12,0.059736,0.089868,0.095882,0.071412,0.083647,0.059564,0.059284,0.12,0.12,55.9862,8.836,0.11932,-0.11304,6.4e-05,0.081433,0.082226,0.358258,0.00017913,0.089868,TURN_RIGHT,1.8,-1.8
1614,103.296,raw,66.96,70.04,67.53,67.73,63.27,65.53,0.059893,0.058809,0.059351,0.083861,0.071428,0.077645,0.059693,0.059621,0.12,0.060411,56.0992,8.7229,0.11304,-0.11304,0.0,0.082226,0.080585,0.358258,0.00017913,0.059351,TURN_RIGHT,1.8,-1.8
1615,103.36,raw,69.16,71.33,63.0,70.04,67.61,63.55,0.059115,0.058368,0.058741,0.083741,0.059102,0.071421,0.12,0.058809,0.059661,0.12,56.2123,8.6036,0.11304,-0.11932,-6.4e-05,0.080649,0.077343,0.358258,0.00017913,0.058741,TURN_RIGHT,1.8,-1.8
1616,103.424,raw,76.86,64.45,69.51,64.46,71.04,68.43,0.056542,0.12,0.088271,0.07105,0.071306,0.071178,0.058994,0.12,0.058467,0.059373,56.3316,8.4906,0.11932,-0.11304,6.4e-05,0.077279,0.075093,0.358258,0.00017913,0.088271,TURN_RIGHT,1.8,-1.8
1617,103.488,raw,74.63,71.85,73.22,62.58,66.12,66.97,0.057265,0.058189,0.057727,0.070563,0.071021,0.070792,0.057728,0.12,0.060197,0.059891,56.4446,8.3775,0.11304,-0.11304,-0.0,0.075093,0.073552,0.358258,0.00017913,0.057727,TURN_RIGHT,1.8,-1.8
1618,103.552,raw,66.29,71.37,66.76,71.22,67.36,70.42,0.060135,0.058354,0.059244,0.05859,0.070744,0.064667,0.059967,0.058405,0.059752,0.058678,56.564,8.2582,0.11932,-0.11932,0.0,0.073552,0.070369,0.358258,0.00017913,0.059244,TURN_RIGHT,1.8,-1.8
1619,103.616,raw,66.89,66.98,70.7,64.12,67.47,66.66,0.059921,0.059889,0.059905,0.058596,0.07096,0.064778,0.058584,0.12,0.059713,0.060004,56.677,8.1452,0.11304,-0.11304,-0.0,0.070369,0.068366,0.358258,0.00017913,0.059905,TURN_RIGHT,1.8,-1.8
1620,103.68,raw,71.3,66.88,61.81,67.21,72.87,70.8,0.058376,0.059922,0.059149,0.058448,0.071271,0.064859,0.12,0.059806,0.057849,0.058549,56.79,8.0321,0.11304,-0.11304,-0.0,0.068366,0.06711,0.358258,0.00017913,0.059149,TURN_RIGHT,1.8,-1.8
1621,103.744,raw,65.58,69.65,64.98,70.03,66.57,68.33,0.060394,0.058946,0.05967,0.059218,0.05906,0.059139,0.12,0.058814,0.060035,0.059407,56.9031,7.9128,0.11304,-0.11932,-6.4e-05,0.067174,0.064295,0.358258,0.00017913,0.05967,TURN_RIGHT,1.8,-1.8
1622,103.808,raw,67.26,67.27,63.22,65.24,68.87,65.2,0.059789,0.059782,0.059786,0.059723,0.059378,0.059551,0.12,0.06052,0.059218,0.060531,57.0224,7.7998,0.11932,-0.11304,6.4e-05,0.064231,0.062554,0.358258,0.00017913,0.059786,TURN_RIGHT,1.8,-1.8
1623,103.872,raw,60.84,68.52,59.12,64.78,66.83,64.87,0.12,0.059339,0.08967,0.071696,0.059576,0.065636,0.12,0.12,0.059942,0.12,57.1354,7.6867,0.11304,-0.11304,0.0,0.062554,0.063658,0.358258,0.00017913,0.08967,TURN_RIGHT,1.8,-1.8
1624,103.936,raw,64.07,64.66,71.77,65.21,68.67,72.53,0.12,0.12,0.12,0.083712,0.071598,0.077655,0.058218,0.060529,0.059286,0.05796,57.2485,7.5674,0.11304,-0.11932,-6.4e-05,0.063723,0.068714,0.358258,0.00017913,0.12,FORWARD_CURVE_R,2.81,2.76
1625,104.0,raw,63.69,63.58,65.08,64.5,75.07,69.23,0.12,0.12,0.12,0.096037,0.083613,0.089825,0.060575,0.12,0.057119,0.05909,57.4306,7.7432,0.18212,0.17584,0.003669,0.065045,0.073923,0.358258,0.00017913,0.12,FORWARD_CURVE_L,4.0,2.81
1626,104.064,raw,67.75,69.5,71.67,72.11,67.14,68.01,0.059611,0.058996,0.059303,0.09588,0.083623,0.089752,0.05825,0.058101,0.05983,0.059521,57.6881,7.9254,0.25748,0.18212,0.004506,0.069417,0.076702,0.358258,0.00017913,0.059303,TURN_RIGHT,1.8,-1.8
1627,104.128,raw,67.25,66.77,62.62,68.78,65.13,62.4,0.059791,0.059964,0.059878,0.09588,0.08366,0.08977,0.12,0.05925,0.060557,0.12,57.8011,7.8123,0.11304,-0.11304,-0.0,0.076702,0.081384,0.358258,0.00017913,0.059878,TURN_RIGHT,1.8,-1.8
1628,104.192,raw,69.13,67.39,63.58,70.22,68.45,63.71,0.059126,0.059742,0.059434,0.083706,0.08374,0.083723,0.12,0.058749,0.059366,0.12,57.9142,7.693,0.11304,-0.11932,-6.4e-05,0.081448,0.082263,0.358258,0.00017913,0.059434,TURN_RIGHT,1.8,-1.8
1629,104.256,raw,73.56,65.55,64.99,61.45,63.2,69.36,0.057618,0.060404,0.059011,0.071229,0.071821,0.071525,0.12,0.12,0.12,0.059045,58.0335,7.58,0.11932,-0.11304,6.4e-05,0.082199,0.078375,0.358258,0.00017913,0.059011,TURN_RIGHT,1.8,-1.8
1630,104.32,raw,71.34,65.28,63.79,65.02,71.3,63.77,0.058364,0.060502,0.059433,0.058902,0.059921,0.059412,0.12,0.060599,0.058378,0.12,58.1465,7.4669,0.11304,-0.11304,0.0,0.078375,0.071581,0.358258,0.00017913,0.059433,TURN_RIGHT,1.8,-1.8
1631,104.384,raw,62.98,64.61,69.2,71.81,70.61,67.65,0.12,0.12,0.12,0.07098,0.072122,0.071551,0.059103,0.058204,0.058614,0.059649,58.2596,7.3476,0.11304,-0.11932,-6.4e-05,0.071646,0.071612,0.358258,0.00017913,0.12,TURN_RIGHT,1.8,-1.8
1632,104.448,raw,67.75,68.96,66.38,63.38,67.27,65.98,0.059612,0.059185,0.059398,0.070944,0.071966,0.071455,0.060105,0.12,0.059784,0.06025,58.3789,7.2346,0.11932,-0.11304,6.4e-05,0.071547,0.071514,0.358258,0.00017913,0.059398,TURN_RIGHT,1.8,-1.8
1633,104.512,raw,71.06,66.38,64.63,67.03,63.5,62.75,0.05846,0.060102,0.059281,0.070811,0.072038,0.071425,0.12,0.059868,0.12,0.12,58.4919,7.1215,0.11304,-0.11304,-0.0,0.071514,0.071482,0.358258,0.00017913,0.059281,TURN_RIGHT,1.8,-1.8
